customer_id,customer_name,email,phone,age,credit_score,account_balance,kyc_status,segment,country
CUST1073,Customer_73,customer_73@email.com,+16650033613,37.0,843.0,349116.77,VERIFIED,RETAIL,US
CUST1074,Customer_74,customer_74@email.com,+12760452203,18.0,620.0,117662.37,VERIFIED,RETAIL,US
CUST1075,Customer_75,customer_75@email.com,+11996256705,45.0,390.0,219210.94,VERIFIED,SME,US
CUST1076,Customer_76,,+18201608247,63.0,694.0,143433.94,VERIFIED,,AU
CUST1077,Customer_77,customer_77@email.com,+19790959802,74.0,569.0,493647.31,PENDING,RETAIL,US
CUST1078,Customer_78,customer_78@email.com,+19099377918,,790.0,305622.42,VERIFIED,RETAIL,US
CUST1079,Customer_79,customer_79@email.com,+11956536086,23.0,542.0,440.83,VERIFIED,RETAIL,DE
CUST1080,Customer_80,customer_80@email.com,+11244909140,85.0,782.0,327603.44,VERIFIED,RETAIL,US
CUST1081,Customer_81,customer_81@email.com,+16919090231,21.0,662.0,392442.75,VERIFIED,RETAIL,DE
CUST1082,Customer_82,customer_82@email.com,+11008292588,71.0,352.0,409207.85,FAILED,RETAIL,US
CUST1083,Customer_83,customer_83@email.com,+14162000851,36.0,591.0,36707.38,VERIFIED,RETAIL,AU
CUST1084,Customer_84,customer_84@email.com,+13017513874,20.0,748.0,411578.59,VERIFIED,CORPORATE,US
CUST1085,Customer_85,customer_85@email.com,+13921925783,37.0,595.0,466227.63,PENDING,CORPORATE,US
CUST1086,Customer_86,customer_86@email.com,+14365183897,22.0,809.0,424177.3,VERIFIED,PREMIUM,US
CUST1087,Customer_87,customer_87@email.com,+14762340700,70.0,591.0,77180.25,VERIFIED,PREMIUM,US
CUST1088,Customer_88,customer_88@email.com,+15433725395,71.0,722.0,350545.2,VERIFIED,CORPORATE,US
CUST1089,Customer_89,customer_89@email.com,+14063031539,18.0,843.0,190551.07,VERIFIED,RETAIL,US
CUST1090,Customer_90,customer_90@email.com,+11545130834,,405.0,381460.08,VERIFIED,SME,AU
CUST1091,Customer_91,customer_91@email.com,+13509958456,85.0,596.0,234968.64,VERIFIED,RETAIL,UK
CUST1092,Customer_92,customer_92@email.com,+17446691101,77.0,376.0,321604.32,VERIFIED,RETAIL,FR
CUST1093,Customer_93,customer_93@email.com,+14978824268,37.0,589.0,459759.94,VERIFIED,RETAIL,US
CUST1094,Customer_94,customer_94@email.com,+18929889610,33.0,653.0,488522.13,VERIFIED,PREMIUM,US
CUST1095,Customer_95,customer_95@email.com,+13832203785,19.0,,345776.78,VERIFIED,CORPORATE,US
CUST1096,Customer_96,customer_96@email.com,+12981441417,80.0,381.0,488122.59,VERIFIED,PREMIUM,AU
CUST1097,Customer_97,customer_97@email.com,+14072275740,24.0,832.0,182777.67,VERIFIED,SME,FR
CUST1098,Customer_98,,+12171997231,55.0,422.0,229349.67,VERIFIED,RETAIL,DE
CUST1099,Customer_99,customer_99@email.com,+16497935254,84.0,823.0,251366.64,PENDING,RETAIL,UK
CUST1100,Customer_100,customer_100@email.com,+19037766735,19.0,536.0,436317.67,VERIFIED,RETAIL,DE
CUST1101,Customer_101,customer_101@email.com,+19424112332,83.0,713.0,87436.16,PENDING,RETAIL,US
CUST1102,Customer_102,customer_102@email.com,,150.0,598.0,42537.65,VERIFIED,PREMIUM,UK
CUST1103,Customer_103,customer_103@email.com,+19940474907,34.0,470.0,45362.07,PENDING,RETAIL,US
CUST1104,Customer_104,customer_104@email.com,+15461790202,76.0,744.0,82105.34,VERIFIED,SME,US
CUST1105,Customer_105,customer_105@email.com,+16267641798,59.0,793.0,93869.82,VERIFIED,RETAIL,US
CUST1106,Customer_106,customer_106@email.com,+12527196716,31.0,661.0,318080.38,PENDING,RETAIL,AU
CUST1107,Customer_107,customer_107@email.com,+14727476815,74.0,444.0,178947.34,PENDING,RETAIL,US
CUST1108,Customer_108,customer_108@email.com,+14922054669,31.0,371.0,382371.46,VERIFIED,RETAIL,US
CUST1109,Customer_109,customer_109@email.com,+15139311884,71.0,302.0,302626.32,VERIFIED,PREMIUM,US
CUST1110,Customer_110,customer_110@email.com,+12357232877,28.0,347.0,475502.72,PENDING,RETAIL,US
CUST1111,Customer_111,customer_111@email.com,+11886053971,69.0,334.0,334556.4,VERIFIED,RETAIL,US
CUST1112,Customer_112,customer_112@email.com,+11242466517,70.0,653.0,442408.11,VERIFIED,CORPORATE,UK
CUST1113,Customer_113,customer_113@email.com,+11725124131,77.0,360.0,162116.61,FAILED,PREMIUM,US
CUST1114,Customer_114,customer_114@email.com,+13543393143,40.0,457.0,322962.18,,,UK
CUST1115,Customer_115,customer_115@email.com,+19240269011,35.0,576.0,357178.45,VERIFIED,CORPORATE,UK
CUST1116,Customer_116,customer_116@email.com,+18902319714,35.0,656.0,188536.95,PENDING,PREMIUM,DE
CUST1117,Customer_117,customer_117@email.com,+15923581185,33.0,352.0,387318.26,VERIFIED,RETAIL,AU
CUST1118,Customer_118,customer_118@email.com,+11301444374,48.0,379.0,90359.18,VERIFIED,CORPORATE,FR
CUST1119,Customer_119,customer_119@email.com,+16412191748,80.0,580.0,276095.63,VERIFIED,CORPORATE,FR
CUST1120,Customer_120,customer_120@email.com,+14021494631,56.0,318.0,354313.68,VERIFIED,CORPORATE,US
CUST1121,Customer_121,customer_121@email.com,+16013904485,77.0,749.0,1977.12,VERIFIED,RETAIL,UK
CUST1122,Customer_122,customer_122@email.com,+14848691221,69.0,710.0,355980.47,VERIFIED,PREMIUM,
CUST1123,Customer_123,customer_123@email.com,+11569325353,80.0,502.0,20911.91,VERIFIED,CORPORATE,AU
CUST1124,Customer_124,,+14629718700,58.0,761.0,327280.81,VERIFIED,RETAIL,US
CUST1125,Customer_125,customer_125@email.com,+11967440256,56.0,427.0,210243.44,VERIFIED,CORPORATE,US
CUST1126,Customer_126,customer_126@email.com,+18614902486,24.0,531.0,370417.33,VERIFIED,RETAIL,AU
CUST1127,Customer_127,customer_127@email.com,+15129205065,84.0,695.0,281931.75,VERIFIED,RETAIL,US
CUST1128,Customer_128,customer_128@email.com,+13674287171,70.0,366.0,347762.04,VERIFIED,RETAIL,DE
CUST1129,Customer_129,customer_129@email.com,+16981132662,67.0,368.0,330294.94,VERIFIED,RETAIL,UK
CUST1130,Customer_130,customer_130@email.com,+13230402113,78.0,654.0,33230.32,VERIFIED,PREMIUM,US
CUST1131,Customer_131,customer_131@email.com,+11249283785,27.0,476.0,341608.54,VERIFIED,CORPORATE,DE
CUST1132,Customer_132,customer_132@email.com,+13443895493,69.0,783.0,193253.56,VERIFIED,SME,US
CUST1133,Customer_133,customer_133@email.com,+15464376365,,500.0,380366.52,PENDING,RETAIL,US
CUST1134,Customer_134,customer_134@email.com,,20.0,789.0,261449.09,VERIFIED,CORPORATE,US
CUST1135,Customer_135,customer_135@email.com,+11747950835,83.0,331.0,372293.74,VERIFIED,SME,FR
CUST1136,Customer_136,customer_136@email.com,+18861161962,48.0,740.0,90981.57,VERIFIED,CORPORATE,US
CUST1137,Customer_137,customer_137@email.com,,51.0,492.0,281589.66,VERIFIED,CORPORATE,US
CUST1138,Customer_138,customer_138@email.com,+14586324974,27.0,826.0,436765.08,VERIFIED,RETAIL,
CUST1139,Customer_139,customer_139@email.com,+14619367599,29.0,712.0,430019.39,VERIFIED,PREMIUM,UK
CUST1140,Customer_140,customer_140@email.com,+18949523358,37.0,645.0,260829.93,VERIFIED,SME,FR
CUST1141,Customer_141,customer_141@email.com,+16689146795,23.0,542.0,51804.88,VERIFIED,RETAIL,AU
CUST1142,Customer_142,customer_142@email.com,+14870362666,82.0,675.0,51990.11,VERIFIED,PREMIUM,US
CUST1143,Customer_143,customer_143@email.com,+19238020366,32.0,805.0,454038.49,VERIFIED,RETAIL,UK
CUST1144,Customer_144,customer_144@email.com,+14599369023,27.0,469.0,10678.08,VERIFIED,RETAIL,US
CUST1145,Customer_145,customer_145@email.com,+14110258728,44.0,336.0,374083.92,VERIFIED,CORPORATE,FR
CUST1146,Customer_146,customer_146@email.com,+16705306417,20.0,,111647.59,VERIFIED,SME,DE
CUST1147,Customer_147,customer_147@email.com,+18338952257,20.0,707.0,366434.85,FAILED,PREMIUM,US
CUST1148,Customer_148,,+13347433015,56.0,584.0,87146.11,VERIFIED,CORPORATE,US
CUST1149,Customer_149,customer_149@email.com,+14470711268,80.0,681.0,400362.32,VERIFIED,RETAIL,US
CUST1150,Customer_150,customer_150@email.com,+16908042406,23.0,448.0,225563.7,VERIFIED,RETAIL,DE
CUST1151,Customer_151,,+17272279230,25.0,819.0,233685.18,VERIFIED,CORPORATE,US
CUST1152,Customer_152,customer_152@email.com,+17964939366,30.0,575.0,244813.8,VERIFIED,PREMIUM,UK
CUST1153,Customer_153,customer_153@email.com,+17591921249,34.0,433.0,373854.51,,CORPORATE,UK
CUST1154,Customer_154,customer_154@email.com,+17180393767,69.0,468.0,117732.89,VERIFIED,SME,UK
CUST1155,Customer_155,customer_155@email.com,+14198180390,43.0,796.0,326641.13,VERIFIED,RETAIL,US
CUST1156,Customer_156,customer_156@email.com,+17643963972,77.0,805.0,440170.21,VERIFIED,RETAIL,FR
CUST1157,Customer_157,customer_157@email.com,+11105145988,55.0,558.0,296636.39,VERIFIED,CORPORATE,US
CUST1158,Customer_158,customer_158@email.com,+11855401445,51.0,385.0,36848.57,VERIFIED,RETAIL,UK
CUST1159,Customer_159,customer_159@email.com,+13271050816,45.0,816.0,56978.57,,SME,US
CUST1160,Customer_160,customer_160@email.com,+16181660176,68.0,620.0,494528.95,VERIFIED,RETAIL,US
CUST1161,Customer_161,customer_161@email.com,+12600874557,78.0,391.0,461078.7,PENDING,RETAIL,UK
CUST1162,Customer_162,customer_162@email.com,+15919349011,82.0,796.0,55652.6,FAILED,,UK
CUST1163,Customer_163,customer_163@email.com,+11920112812,29.0,566.0,479342.77,VERIFIED,CORPORATE,US
CUST1164,Customer_164,,+16166832097,22.0,355.0,393434.21,PENDING,RETAIL,DE
CUST1165,Customer_165,customer_165@email.com,+14030911546,65.0,786.0,167295.44,PENDING,RETAIL,UK
CUST1166,Customer_166,customer_166@email.com,+17699639556,69.0,481.0,251453.65,VERIFIED,SME,UK
CUST1167,Customer_167,customer_167@email.com,+13996650715,84.0,770.0,412299.48,FAILED,RETAIL,FR
CUST1168,Customer_168,customer_168@email.com,+19500188097,45.0,,427583.22,VERIFIED,RETAIL,FR
CUST1169,Customer_169,,+16199852496,62.0,530.0,340470.25,VERIFIED,SME,AU
CUST1170,Customer_170,customer_170@email.com,+16849952698,44.0,621.0,451096.14,PENDING,RETAIL,US
CUST1171,Customer_171,customer_171@email.com,+14076745574,85.0,423.0,139368.34,VERIFIED,CORPORATE,US
CUST1172,Customer_172,customer_172@email.com,+11140856364,31.0,673.0,172552.73,VERIFIED,RETAIL,FR
CUST1173,Customer_173,customer_173@email.com,+13893839364,29.0,365.0,251807.33,VERIFIED,CORPORATE,AU
CUST1174,Customer_174,customer_174@email.com,+11387331922,54.0,647.0,82971.84,VERIFIED,RETAIL,UK
CUST1175,Customer_175,customer_175@email.com,+15199812996,78.0,752.0,481287.77,VERIFIED,SME,UK
CUST1176,Customer_176,customer_176@email.com,,42.0,715.0,38139.06,VERIFIED,RETAIL,US
CUST1177,Customer_177,customer_177@email.com,+12743740635,63.0,692.0,479826.81,VERIFIED,PREMIUM,US
CUST1178,Customer_178,customer_178@email.com,+18406852554,50.0,429.0,202503.28,FAILED,RETAIL,US
CUST1179,Customer_179,customer_179@email.com,+16097328500,38.0,488.0,431198.21,VERIFIED,SME,US
CUST1180,Customer_180,customer_180@email.com,+15302338153,26.0,427.0,161361.75,VERIFIED,RETAIL,FR
CUST1181,Customer_181,customer_181@email.com,+11438275331,83.0,617.0,51310.76,PENDING,RETAIL,US
CUST1182,Customer_182,customer_182@email.com,+16157600307,84.0,603.0,300879.05,VERIFIED,RETAIL,US
CUST1183,Customer_183,customer_183@email.com,+15675778409,66.0,817.0,446535.47,VERIFIED,RETAIL,AU
CUST1184,Customer_184,customer_184@email.com,+12815339164,44.0,733.0,483939.46,VERIFIED,PREMIUM,UK
CUST1185,Customer_185,customer_185@email.com,+16568709316,42.0,804.0,50894.79,PENDING,RETAIL,UK
CUST1186,Customer_186,customer_186@email.com,+15902394367,45.0,812.0,301720.57,VERIFIED,RETAIL,US
CUST1187,Customer_187,customer_187@email.com,+18196042447,34.0,642.0,448900.74,VERIFIED,RETAIL,AU
CUST1188,Customer_188,customer_188@email.com,+12501498224,79.0,450.0,376058.29,VERIFIED,RETAIL,DE
CUST1189,Customer_189,customer_189@email.com,+11502824057,46.0,303.0,232913.13,PENDING,RETAIL,DE
CUST1190,Customer_190,customer_190@email.com,+14961050922,54.0,713.0,329789.08,VERIFIED,RETAIL,UK
CUST1191,Customer_191,customer_191@email.com,+13879204491,43.0,405.0,56255.94,VERIFIED,RETAIL,UK
CUST1192,Customer_192,customer_192@email.com,,73.0,327.0,283993.06,PENDING,CORPORATE,FR
CUST1193,Customer_193,customer_193@email.com,+19092132290,18.0,532.0,175859.03,VERIFIED,CORPORATE,US
CUST1194,Customer_194,customer_194@email.com,+17088298901,72.0,555.0,448592.53,VERIFIED,PREMIUM,US
CUST1195,Customer_195,customer_195@email.com,+14263125517,23.0,617.0,242520.94,VERIFIED,RETAIL,US
CUST1196,Customer_196,customer_196@email.com,+19869577154,54.0,532.0,124413.73,VERIFIED,RETAIL,US
CUST1197,Customer_197,customer_197@email.com,+13792008687,53.0,841.0,74893.49,VERIFIED,RETAIL,US
CUST1198,Customer_198,customer_198@email.com,+11015503474,83.0,619.0,411895.59,PENDING,SME,UK
CUST1199,Customer_199,customer_199@email.com,+13390309631,68.0,380.0,477524.57,PENDING,RETAIL,DE
CUST1200,Customer_200,customer_200@email.com,+18032301499,50.0,678.0,278147.2,VERIFIED,RETAIL,US
CUST1201,Customer_201,,+17617964543,26.0,411.0,19505.76,VERIFIED,RETAIL,DE
CUST1202,Customer_202,customer_202@email.com,+12726850633,24.0,576.0,300616.31,PENDING,CORPORATE,US
CUST1203,Customer_203,customer_203@email.com,+11691261797,22.0,698.0,45990.68,VERIFIED,RETAIL,US
CUST1204,Customer_204,customer_204@email.com,+17690082373,53.0,721.0,394911.78,PENDING,CORPORATE,AU
CUST1205,Customer_205,customer_205@email.com,+18234823446,82.0,323.0,252711.74,PENDING,CORPORATE,UK
CUST1206,Customer_206,customer_206@email.com,,54.0,633.0,247324.2,VERIFIED,RETAIL,AU
CUST1207,Customer_207,customer_207@email.com,+12885415128,67.0,534.0,345520.4,VERIFIED,RETAIL,FR
CUST1208,Customer_208,customer_208@email.com,+18979046428,62.0,444.0,120921.34,FAILED,PREMIUM,UK
CUST1209,Customer_209,customer_209@email.com,+17899396205,79.0,480.0,21194.7,FAILED,RETAIL,US
CUST1210,Customer_210,customer_210@email.com,+14377430443,40.0,430.0,283485.01,VERIFIED,RETAIL,US
CUST1211,Customer_211,customer_211@email.com,+11026477522,60.0,617.0,175644.44,FAILED,PREMIUM,FR
CUST1212,Customer_212,customer_212@email.com,+18985890719,33.0,580.0,470386.29,VERIFIED,RETAIL,AU
CUST1213,Customer_213,customer_213@email.com,+11064331598,65.0,532.0,306638.09,VERIFIED,CORPORATE,US
CUST1214,Customer_214,customer_214@email.com,+17010867019,48.0,468.0,335287.43,VERIFIED,CORPORATE,US
CUST1215,Customer_215,customer_215@email.com,+16643255215,,504.0,380252.71,VERIFIED,RETAIL,DE
CUST1216,Customer_216,,,45.0,720.0,286318.51,VERIFIED,RETAIL,DE
CUST1217,Customer_217,customer_217@email.com,+14411772926,69.0,749.0,71231.75,VERIFIED,CORPORATE,US
CUST1218,Customer_218,customer_218@email.com,+11503066238,57.0,406.0,210635.27,VERIFIED,PREMIUM,DE
CUST1219,Customer_219,customer_219@email.com,+19043809539,150.0,765.0,261143.59,VERIFIED,RETAIL,FR
CUST1220,Customer_220,customer_220@email.com,+16220574887,57.0,633.0,386493.68,VERIFIED,RETAIL,US
CUST1221,Customer_221,customer_221@email.com,+17794807341,30.0,341.0,221401.42,VERIFIED,RETAIL,AU
CUST1222,Customer_222,customer_222@email.com,+12789689578,27.0,825.0,228530.84,VERIFIED,RETAIL,FR
CUST1223,Customer_223,customer_223@email.com,+11644723320,48.0,556.0,191007.63,FAILED,SME,UK
CUST1224,Customer_224,customer_224@email.com,+12237973828,44.0,724.0,412537.2,VERIFIED,CORPORATE,FR
CUST1225,Customer_225,customer_225@email.com,+18729041827,55.0,789.0,208460.03,VERIFIED,CORPORATE,FR
CUST1226,Customer_226,customer_226@email.com,+11983411672,56.0,847.0,197812.31,VERIFIED,CORPORATE,DE
CUST1227,Customer_227,customer_227@email.com,+17458262044,65.0,569.0,389085.03,VERIFIED,PREMIUM,DE
CUST1228,Customer_228,customer_228@email.com,+19140910508,26.0,802.0,241507.58,VERIFIED,RETAIL,UK
CUST1229,Customer_229,customer_229@email.com,+16807093973,54.0,700.0,28645.89,VERIFIED,PREMIUM,US
CUST1230,Customer_230,customer_230@email.com,+14792596770,79.0,504.0,170013.33,VERIFIED,CORPORATE,UK
CUST1231,Customer_231,customer_231@email.com,+11557139748,51.0,626.0,440448.43,VERIFIED,RETAIL,US
CUST1232,Customer_232,customer_232@email.com,+12789302229,45.0,736.0,14835.94,PENDING,RETAIL,UK
CUST1233,Customer_233,customer_233@email.com,+13614219943,45.0,666.0,455107.34,VERIFIED,CORPORATE,AU
CUST1234,Customer_234,customer_234@email.com,+12687477948,25.0,,431965.57,FAILED,RETAIL,US
CUST1235,Customer_235,customer_235@email.com,+19403714574,33.0,801.0,302951.16,VERIFIED,PREMIUM,FR
CUST1236,Customer_236,customer_236@email.com,+15891114320,33.0,300.0,100670.69,VERIFIED,PREMIUM,US
CUST1237,Customer_237,customer_237@email.com,+15801700003,53.0,727.0,357134.54,VERIFIED,CORPORATE,DE
CUST1238,Customer_238,customer_238@email.com,+11314008759,79.0,553.0,221730.15,VERIFIED,RETAIL,UK
CUST1239,Customer_239,customer_239@email.com,+12593111913,26.0,430.0,314571.19,PENDING,RETAIL,US
CUST1240,Customer_240,customer_240@email.com,+19314818053,64.0,310.0,250716.39,VERIFIED,CORPORATE,US
CUST1241,Customer_241,customer_241@email.com,+15236282520,74.0,529.0,9846.23,VERIFIED,RETAIL,FR
CUST1242,Customer_242,customer_242@email.com,+18056115201,42.0,524.0,85850.62,VERIFIED,RETAIL,UK
CUST1243,Customer_243,customer_243@email.com,+14444136427,65.0,508.0,340683.25,VERIFIED,RETAIL,AU
CUST1244,Customer_244,customer_244@email.com,+18272667126,83.0,624.0,422504.9,VERIFIED,RETAIL,DE
CUST1245,Customer_245,customer_245@email.com,,80.0,763.0,493141.56,VERIFIED,CORPORATE,AU
CUST1246,Customer_246,customer_246@email.com,+19375216428,45.0,465.0,252385.85,VERIFIED,RETAIL,US
CUST1247,Customer_247,customer_247@email.com,+12965639623,-5.0,760.0,159564.96,VERIFIED,RETAIL,AU
CUST1248,Customer_248,customer_248@email.com,+12450155034,27.0,515.0,379274.42,VERIFIED,CORPORATE,US
CUST1249,Customer_249,customer_249@email.com,+12565374288,19.0,578.0,161936.89,VERIFIED,RETAIL,AU
CUST1250,Customer_250,customer_250@email.com,+19036436897,45.0,739.0,135402.07,,CORPORATE,UK
CUST1251,Customer_251,customer_251@email.com,+14426962329,27.0,397.0,398042.18,VERIFIED,RETAIL,DE
CUST1252,Customer_252,customer_252@email.com,+13982811328,70.0,484.0,154921.2,VERIFIED,RETAIL,US
CUST1253,Customer_253,customer_253@email.com,+15728537381,64.0,,369353.31,VERIFIED,RETAIL,FR
CUST1254,Customer_254,customer_254@email.com,+14991735321,40.0,554.0,380272.96,VERIFIED,RETAIL,US
CUST1255,Customer_255,customer_255@email.com,+16568395845,28.0,326.0,80789.97,VERIFIED,RETAIL,US
